,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Per of Cases,Per of Deaths
306,0.023,0.014,0.053,0.115,0.795,0.91,0.09,0.015256967769787,0.001288085385671
307,0.025,0.021,0.066,0.142,0.747,0.889,0.112,0.005286456565839,0.000388377336863
308,0.008,0.008,0.027,0.147,0.81,0.957,0.043,0.006760836247106,0.000437895183816
309,0.022,0.041,0.082,0.137,0.718,0.855,0.145,0.005934133684986,0.000128444452056
310,0.026,0.006,0.106,0.051,0.811,0.862,0.138,0.012075050059186,0.000591859989158
311,0.027,0.013,0.041,0.133,0.786,0.919,0.081,0.012246914110528,0.00051364377462
312,0.005,0.001,0.035,0.103,0.856,0.959,0.041,0.024036716832106,0.000815455224677
313,0.012,0.013,0.069,0.164,0.743,0.907,0.094,0.017293683731752,0.000828906594271
314,0.001,0.024,0.053,0.17,0.751,0.921,0.078,0.013343591916534,7.80544373947659E-05
315,0.087,0.076,0.18,0.215,0.442,0.657,0.343,0.012701129750086,0.000136939404314
316,0.065,0.109,0.076,0.202,0.548,0.75,0.25,0.020720643370253,0.000120202627286
317,0.106,0.168,0.172,0.173,0.381,0.554,0.446,0.011772632176164,0.000141838941881
318,0.068,0.073,0.096,0.157,0.607,0.764,0.237,0.009171980024654,0.00019104830698
319,0.026,0.023,0.043,0.117,0.791,0.908,0.092,0.029085231398551,0.000379971507258
320,0.034,0.055,0.138,0.267,0.507,0.774,0.227,0.020347394540943,0.000496277915633
321,0.051,0.049,0.101,0.158,0.64,0.798,0.201,0.010502355619078,0.000471123815574
322,0.09,0.036,0.087,0.178,0.609,0.787,0.213,0.00820542974936,0.000193776435449
323,0.055,0.067,0.15,0.209,0.52,0.729,0.272,0.013012424059986,0.00021892616715
324,0.04,0.023,0.067,0.212,0.658,0.87,0.13,0.025102493621753,0.000322159926423
325,0.047,0.026,0.288,0.254,0.385,0.639,0.361,0.035571799235555,0.000139497251904
326,0.023,0.064,0.056,0.142,0.715,0.857,0.143,0.033814899607905,0.000394726454567
327,0.071,0.095,0.119,0.318,0.397,0.715,0.285,0.01569000356591,0.000237727326756
328,0.049,0.042,0.086,0.194,0.629,0.823,0.177,0.022262478400008,0.000163925012138
329,0.019,0.052,0.095,0.31,0.524,0.834,0.166,0.024843237537541,0.000304728634439
330,0.079,0.05,0.113,0.157,0.602,0.759,0.242,0.007985679651724,8.68953172113555E-05
331,0.022,0.101,0.237,0.228,0.412,0.64,0.36,0.009567010309278,0.000164948453608
332,0.06,0.033,0.104,0.227,0.575,0.802,0.197,0.031449846692948,0.000416119141481
333,0.016,0.151,0.069,0.324,0.44,0.764,0.236,0.017705306210311,0.000161446561188
334,0.047,0.082,0.098,0.096,0.677,0.773,0.227,0.028310766780103,0.000217218159438
335,0.046,0.125,0.12,0.249,0.46,0.709,0.291,0.027348046044432,0.000146638316592
336,0.101,0.071,0.235,0.227,0.365,0.592,0.407,0.039783753812032,0.000207929026892
337,0.114,0.041,0.179,0.186,0.48,0.666,0.334,0.031220997141478,0.000259865612355
338,0.046,0.042,0.112,0.15,0.65,0.8,0.2,0.039241349769169,0.000856694112608
339,0.09,0.04,0.091,0.19,0.589,0.779,0.221,0.008802599009901,0.000170173267327
340,0.025,0.056,0.145,0.138,0.635,0.773,0.226,0.011268958115627,0.000273015693695
341,0.023,0.031,0.069,0.155,0.722,0.877,0.123,0.020101659818692,0.00023166264484
342,0.17,0.077,0.081,0.111,0.562,0.673,0.328,0.022072692052811,0.000101952388235
343,0.054,0.065,0.082,0.193,0.607,0.8,0.201,0.014194331021804,0.000300144444514
344,0.064,0.108,0.129,0.174,0.526,0.7,0.301,0.03421381479726,0.000689447149567
345,0.019,0.017,0.099,0.183,0.682,0.865,0.135,0.023655763021199,0.000350975712481
346,0.102,0.081,0.22,0.208,0.389,0.597,0.403,0.013179767276182,0.000118736642128
347,0.047,0.062,0.074,0.185,0.632,0.817,0.183,0.012562718254076,0.000138919911309
348,0.052,0.05,0.073,0.176,0.648,0.824,0.175,0.020179683535844,0.000389318653425
349,0.051,0.022,0.071,0.156,0.7,0.856,0.144,0.014622831099999,4.76868472862778E-05
350,0.017,0.132,0.072,0.187,0.592,0.779,0.221,0.014047177312484,7.2283931282076E-05
351,0.022,0.023,0.205,0.268,0.482,0.75,0.25,0.047761551352646,0.000239406272444
352,0.164,0.085,0.148,0.264,0.34,0.604,0.397,0.033418050073001,0.000378521602769
353,0.074,0.037,0.062,0.201,0.626,0.827,0.173,0.021462952538481,0.000458769060615
354,0.046,0.087,0.121,0.203,0.543,0.746,0.254,0.013865676091898,0.000166858599646
355,0.027,0.018,0.066,0.169,0.719,0.888,0.111,0.022521739130435,0.000465838509317
356,0.032,0.023,0.06,0.128,0.756,0.884,0.115,0.044611217030925,0.000606196677144
357,0.007,0.001,0.014,0.159,0.819,0.978,0.022,0.017850406854556,0.000121248046559
358,0.09,0.07,0.147,0.223,0.47,0.693,0.307,0.012174894217207,0.000112834978843
359,0.091,0.083,0.147,0.21,0.469,0.679,0.321,0.013519156488151,0.000142356860177
360,0.016,0.034,0.064,0.171,0.715,0.886,0.114,0.021817491937014,0.000142287990894
361,0.02,0.02,0.072,0.164,0.724,0.888,0.112,0.021145328292614,0.000165775355018
362,0.025,0.022,0.058,0.176,0.72,0.896,0.105,0.023017902813299,0.000210245614782
363,0.03,0.02,0.05,0.116,0.784,0.9,0.1,0.022616701296793,0.000556531731662
364,0.027,0.029,0.055,0.179,0.709,0.888,0.111,0.011542620503406,0.000173301777968
365,0.025,0.019,0.074,0.133,0.75,0.883,0.118,0.017029813455645,0.000448206967003
366,0.05,0.063,0.085,0.172,0.63,0.802,0.198,0.017570921814572,0.000371148642962
367,0.068,0.05,0.114,0.186,0.581,0.767,0.232,0.017672870734424,0.000214704579917
368,0.047,0.071,0.097,0.223,0.561,0.784,0.215,0.012332245194052,0.000105791319067
369,0.077,0.022,0.08,0.173,0.648,0.821,0.179,0.015552990127842,0.000380752793964
370,0.047,0.068,0.166,0.265,0.453,0.718,0.281,0.018441455567432,0.000130213278499
371,0.017,0.031,0.073,0.175,0.704,0.879,0.121,0.013076898248267,0.000278967681248
372,0.037,0.039,0.066,0.141,0.717,0.858,0.142,0.013916147054211,0.000178031732037
373,0.037,0.036,0.064,0.235,0.628,0.863,0.137,0.008238936716508,0.000241655339073
374,0.105,0.055,0.244,0.227,0.369,0.596,0.404,0.026003557196569,0.00072044487471
375,0.103,0.086,0.19,0.145,0.476,0.621,0.379,0.016690620798368,0.000139088506653
376,0.044,0.04,0.176,0.267,0.473,0.74,0.26,0.01430727833563,0.000262518868544
377,0.035,0.066,0.089,0.192,0.618,0.81,0.19,0.012577627402925,0.00020423507638
378,0.032,0.092,0.172,0.275,0.429,0.704,0.296,0.017724295325884,0.00011855715937
379,0.092,0.06,0.092,0.244,0.512,0.756,0.244,0.016727194178559,0.000175507283552
380,0.138,0.085,0.062,0.158,0.557,0.715,0.285,0.021905547049818,0.000549601538884
381,0.085,0.117,0.23,0.152,0.416,0.568,0.432,0.031872076580007,0.000870227346894
382,0.059,0.1,0.179,0.217,0.445,0.662,0.338,0.035394978567055,0.000244947948561
383,0.071,0.132,0.187,0.188,0.421,0.609,0.39,0.036725188104622,0.000537441777141
384,0.027,0.048,0.054,0.127,0.743,0.87,0.129,0.01909150757077,0.000987491770902
385,0.02,0.089,0.107,0.29,0.494,0.784,0.216,0.021006905769659,0.000846513700156
386,0.136,0.103,0.125,0.238,0.399,0.637,0.364,0.012529894977644,0.000155973796402
387,0.063,0.086,0.092,0.19,0.568,0.758,0.241,0.013166746756367,0.00038443056223
388,0.215,0.05,0.123,0.143,0.47,0.613,0.388,0.014693051662366,0.00054762479348
389,0.129,0.078,0.109,0.202,0.483,0.685,0.316,0.020538922155689,0.000179640718563
390,0.073,0.098,0.156,0.214,0.46,0.674,0.327,0.013352580295922,0
391,0.043,0.094,0.176,0.201,0.487,0.688,0.313,0.02028610790094,0.000398278912764
392,0.089,0.031,0.117,0.256,0.508,0.764,0.237,0.010020974131904,0.000233045910044
393,0.047,0.129,0.15,0.164,0.51,0.674,0.326,0.01172222512952,0.000209325448741
394,0.092,0.165,0.124,0.235,0.385,0.62,0.381,0.023937374652261,0.000970434107524
395,0.033,0.039,0.095,0.238,0.595,0.833,0.167,0.01377848436672,0.000176647235471
396,0.053,0.049,0.163,0.31,0.424,0.734,0.265,0.013729775901919,0.000150738619234
397,0.105,0.109,0.087,0.208,0.492,0.7,0.301,0.017870705446098,0.000312737345307
398,0.125,0.037,0.144,0.163,0.53,0.693,0.306,0.018567532884184,0.001483798524222
399,0.013,0.035,0.043,0.172,0.737,0.909,0.091,0.031184359347229,0.000969461948619
400,0.136,0.125,0.17,0.113,0.456,0.569,0.431,0.011597702411005,7.31716240441957E-05
401,0.037,0.045,0.177,0.264,0.477,0.741,0.259,0.020642414144219,0.000370267518282
402,0.089,0.133,0.154,0.168,0.457,0.625,0.376,0.014175945063004,0.000391692779519
403,0.143,0.152,0.114,0.217,0.375,0.592,0.409,0.007975732465226,0.000133175495709
404,0.065,0.094,0.15,0.196,0.495,0.691,0.309,0.028151135005974,0.000224014336918
405,0.035,0.04,0.144,0.158,0.624,0.782,0.219,0.016967833327575,0.000231489479321
406,0.061,0.072,0.108,0.214,0.545,0.759,0.241,0.060511598056294,9.16842394792335E-05
407,0.116,0.102,0.187,0.143,0.451,0.594,0.405,0.007543668562669,8.068094719432E-05
408,0.049,0.054,0.1,0.213,0.584,0.797,0.203,0.010785514717532,0.000216405884694
409,0.054,0.057,0.06,0.226,0.603,0.829,0.171,0.013200240004364,0.000132469941012
410,0.028,0.066,0.12,0.223,0.562,0.785,0.214,0.02681721947777,0.000705716302047
411,0.038,0.054,0.125,0.159,0.624,0.783,0.217,0.015287966714114,0.000342165772473
412,0.06,0.058,0.134,0.168,0.58,0.748,0.252,0.025989724992445,0.000604412209127
413,0.039,0.049,0.116,0.225,0.572,0.797,0.204,0.015044577256062,0.000392032530807
414,0.085,0.124,0.164,0.222,0.404,0.626,0.373,0.03059644582072,0.000577727451298
415,0.108,0.191,0.074,0.233,0.394,0.627,0.373,0.032302631578947,0.000482456140351
416,0.061,0.064,0.095,0.234,0.547,0.781,0.22,0.011792181936521,0.000121239965798
417,0.098,0.134,0.123,0.203,0.441,0.644,0.355,0.022987840185293,0.00034742327736
418,0.105,0.053,0.183,0.204,0.455,0.659,0.341,0.008841215010538,0.00014140557138
419,0.057,0.051,0.231,0.192,0.468,0.66,0.339,0.007255723960013,0
420,0.119,0.023,0.06,0.163,0.635,0.798,0.202,0.016136241730735,0.000625782227785
421,0.128,0.222,0.13,0.249,0.27,0.519,0.48,0.006763464879623,6.20501365103003E-05
422,0.049,0.09,0.128,0.162,0.571,0.733,0.267,0.011299218630305,0.000114907308105
423,0.093,0.04,0.171,0.18,0.516,0.696,0.304,0.023860021208908,0.000302984396304
424,0.036,0.028,0.075,0.156,0.704,0.86,0.139,0.016262411151368,0.000296326733808
425,0.145,0.025,0.15,0.236,0.443,0.679,0.32,0.009123999029362,0.000145595729192
426,0.077,0.034,0.058,0.204,0.627,0.831,0.169,0.018073188946975,0.001045556385362
427,0.033,0.037,0.045,0.159,0.726,0.885,0.115,0.02943517213152,0.001910045932057
428,0.083,0.037,0.09,0.198,0.591,0.789,0.21,0.015573003150134,0.00033482981762
429,0.045,0.062,0.156,0.253,0.485,0.738,0.263,0.033954857703631,0.003042198233562
430,0.097,0.073,0.182,0.202,0.446,0.648,0.352,0.054418372441338,0.000499251123315
431,0.044,0.064,0.145,0.272,0.475,0.747,0.253,0.009736219982581,1.55530670648252E-05
432,0.132,0.177,0.081,0.107,0.503,0.61,0.39,0.016828175471502,5.2099614462853E-05
433,0.062,0.044,0.142,0.252,0.5,0.752,0.248,0.018060584650711,0.00030910536077
434,0.03,0.078,0.229,0.29,0.372,0.662,0.337,0.019710906701708,9.38614604843251E-05
435,0.075,0.088,0.125,0.112,0.6,0.712,0.288,0.010310065678937,7.63708568810142E-05
436,0.06,0.086,0.131,0.218,0.505,0.723,0.277,0.008293932057926,0.000218491360852
437,0.186,0.036,0.234,0.148,0.395,0.543,0.456,0.01261954557453,0.000152287356088
438,0.035,0.048,0.083,0.193,0.641,0.834,0.166,0.007770663085666,7.77885135024483E-05
439,0.168,0.074,0.117,0.215,0.425,0.64,0.359,0.015161248875755,0.000171313546619
440,0.026,0.036,0.089,0.187,0.662,0.849,0.151,0.016784828424991,0.000374082299986
441,0.128,0.042,0.087,0.198,0.545,0.743,0.257,0.015652395677261,9.5635818802002E-05
442,0.156,0.066,0.107,0.13,0.541,0.671,0.329,0.007404914170313,0
443,0.048,0.071,0.145,0.251,0.485,0.736,0.264,0.02674342259532,0.000340008441589
444,0.172,0.1,0.201,0.157,0.369,0.526,0.473,0.017269637527388,0.000396804858272
445,0.063,0.139,0.116,0.264,0.417,0.681,0.318,0.016238379409735,0.000202979742622
446,0.062,0.046,0.057,0.176,0.658,0.834,0.165,0.013479589609256,0.000600305610129
447,0.036,0.054,0.081,0.19,0.639,0.829,0.171,0.018703337783712,0.000256341789052
448,0.063,0.1,0.116,0.292,0.43,0.722,0.279,0.022635015884222,0.001058948111543
449,0.061,0.069,0.128,0.198,0.545,0.743,0.258,0.0268145822022,0.000386419553808
450,0.043,0.111,0.102,0.168,0.575,0.743,0.256,0.033226912616767,0.004020338181388
451,0.184,0.123,0.165,0.184,0.345,0.529,0.472,0.00641111707841,0.000201396348013
452,0.093,0.081,0.061,0.213,0.551,0.764,0.235,0.01748212055852,0.000454081053468
453,0.092,0.061,0.14,0.207,0.5,0.707,0.293,0.010036252623545,7.63213127265789E-05
454,0.126,0.094,0.166,0.144,0.471,0.615,0.386,0.010819424641449,0.000251614526545
455,0.103,0.048,0.091,0.181,0.578,0.759,0.242,0.012593738942109,0.000174794616326
456,0.032,0.079,0.136,0.172,0.581,0.753,0.247,0.011060223104844,0.000310395722874
457,0.098,0.091,0.126,0.224,0.46,0.684,0.315,0.01624893797791,0.000106202209006
458,0.125,0.085,0.117,0.24,0.434,0.674,0.327,0.012825958863752,0.000178138317552
459,0.082,0.059,0.181,0.118,0.56,0.678,0.322,0.008650397355651,7.03284337857796E-05
460,0.124,0.138,0.165,0.183,0.39,0.573,0.427,0.024214356599405,0.000396956665564
461,0.251,0.055,0.099,0.102,0.493,0.595,0.405,0.027470381460747,0.000390574143992
462,0.114,0.053,0.084,0.261,0.488,0.749,0.251,0.026509912402029,0.002535730751498
463,0.119,0.053,0.109,0.251,0.468,0.719,0.281,0.022918178989941,0.001037021673753
464,0.049,0.087,0.226,0.209,0.43,0.639,0.362,0.008978597529146,0.000104402296851
465,0.07,0.06,0.171,0.293,0.406,0.699,0.301,0.011584630707134,0.000471772291241
466,0.102,0.07,0.145,0.181,0.502,0.683,0.317,0.020531516837763,0.000383766669865
467,0.122,0.056,0.141,0.291,0.391,0.682,0.319,0.015290455558827,8.41290539687881E-05
468,0.035,0.033,0.039,0.162,0.732,0.894,0.107,0.016871165644172,0.000733528941051
469,0.007,0.099,0.066,0.215,0.614,0.829,0.172,0.009668755595345,3.25547326442582E-05
470,0.073,0.104,0.111,0.233,0.479,0.712,0.288,0.015780835753062,0.000504986744098
471,0.014,0.119,0.086,0.159,0.621,0.78,0.219,0.006237537706427,5.11273582493993E-05
472,0.108,0.101,0.149,0.208,0.435,0.643,0.358,0.024964652573122,0.00027255847231
473,0.035,0.086,0.13,0.245,0.504,0.749,0.251,0.008955667955965,0.000178518298126
474,0.072,0.053,0.123,0.265,0.488,0.753,0.248,0.01341966966967,0.000422297297297
475,0.034,0.076,0.188,0.221,0.481,0.702,0.298,0.010223953261928,0.000139101404924
476,0.078,0.049,0.113,0.21,0.55,0.76,0.24,0.013439406812389,0.000772379701861
477,0.165,0.084,0.055,0.186,0.511,0.697,0.304,0.01091030789826,0.000133868808568
478,0.084,0.12,0.167,0.196,0.433,0.629,0.371,0.016987677951908,0.00047852613949
479,0.109,0.086,0.138,0.15,0.517,0.667,0.333,0.016393442622951,0.000236216752492
480,0.064,0.056,0.182,0.159,0.539,0.698,0.302,0.022735222105631,0
481,0.044,0.112,0.055,0.159,0.63,0.789,0.211,0.027855280611078,0.001875314458217
482,0.072,0.035,0.184,0.253,0.455,0.708,0.291,0.015084487635072,0.000833998114439
483,0.114,0.083,0.174,0.228,0.401,0.629,0.371,0.013955516790231,0
484,0.061,0.064,0.093,0.168,0.614,0.782,0.218,0.011205644324549,0
485,0.193,0.03,0.182,0.177,0.417,0.594,0.405,0.013143455706305,4.98802873104549E-05
486,0.063,0.073,0.083,0.225,0.555,0.78,0.219,0.021755231931511,0.000418861004551
487,0.094,0.076,0.123,0.207,0.5,0.707,0.293,0.014014175257732,0.000313215922108
488,0.049,0.063,0.095,0.181,0.611,0.792,0.207,0.009607745779543,0.000372393247269
489,0.056,0.082,0.054,0.181,0.627,0.808,0.192,0.012058457303886,0.0004587456583
490,0.097,0.068,0.108,0.233,0.494,0.727,0.273,0.008306307695044,0.000112647998719
491,0.027,0.074,0.172,0.16,0.567,0.727,0.273,0.011544325854934,0.000435634937922
492,0.038,0.118,0.101,0.188,0.555,0.743,0.257,0.008468595624559,0.000153416587401
493,0.05,0.143,0.127,0.157,0.522,0.679,0.32,0.019316722322117,0.00030824556897
494,0.059,0.06,0.147,0.192,0.542,0.734,0.266,0.009861828921,0.000210948212214
495,0.106,0.071,0.192,0.145,0.485,0.63,0.369,0.015582099359351,0.000140802102645
496,0.079,0.031,0.098,0.218,0.575,0.793,0.208,0.007632216934543,0.00017958157493
497,0.059,0.093,0.118,0.214,0.516,0.73,0.27,0.017044170170442,0.000768570007686
498,0.053,0.15,0.095,0.163,0.538,0.701,0.298,0.012614180078295,0.000434971726838
499,0.1,0.083,0.124,0.229,0.464,0.693,0.307,0.011087121433156,0.000175059812102
500,0.016,0.065,0.05,0.2,0.669,0.869,0.131,0.038211861906167,0.003835939805252
501,0.068,0.059,0.114,0.18,0.578,0.758,0.241,0.01771694367908,0.000409840112978
502,0.058,0.078,0.115,0.216,0.534,0.75,0.251,0.012673825030805,0.00017602534765
503,0.07,0.102,0.117,0.214,0.497,0.711,0.289,0.009511128019783,0.000190222560396
504,0.198,0.069,0.081,0.242,0.41,0.652,0.348,0.012315623657454,0.000644422168123
505,0.073,0.079,0.202,0.135,0.51,0.645,0.354,0.017799752781211,0.000247218788628
506,0.072,0.038,0.179,0.202,0.509,0.711,0.289,0.012683087717194,0.000584681348665
507,0.087,0.116,0.116,0.31,0.37,0.68,0.319,0.021099324975892,0.000385728061716
508,0.055,0.092,0.133,0.203,0.517,0.72,0.28,0.03730554296934,0.000755172934602
509,0.055,0.056,0.046,0.202,0.641,0.843,0.157,0.024522422435984,0.001896761956374
510,0.168,0.08,0.089,0.171,0.492,0.663,0.337,0.020338983050848,0.000484261501211
511,0.065,0.048,0.086,0.158,0.644,0.802,0.199,0.007807417046194,0
512,0.051,0.076,0.214,0.224,0.434,0.658,0.341,0.016095863323578,3.95475757336075E-05
513,0.126,0.069,0.182,0.201,0.422,0.623,0.377,0.00860349127182,0.000249376558603
514,0.156,0.075,0.134,0.208,0.427,0.635,0.365,0.015825977301387,0.000441361916772
515,0.019,0.029,0.03,0.167,0.755,0.922,0.078,0.034110889696401,0.003516586566639
516,0.026,0.096,0.12,0.228,0.53,0.758,0.242,0.022091741468134,0.000877370587838
517,0.066,0.088,0.122,0.227,0.496,0.723,0.276,0.030533412065742,0.000861135714989
518,0.097,0.069,0.179,0.226,0.429,0.655,0.345,0.023183004099888,0.000223630264629
519,0.076,0.096,0.098,0.199,0.531,0.73,0.27,0.00922156683559,8.30771786990114E-05
520,0.096,0.07,0.168,0.267,0.399,0.666,0.334,0.013911027387335,0.000434719605854
521,0.175,0.031,0.119,0.178,0.497,0.675,0.325,0.030877263236178,0.000901003975859
522,0.141,0.042,0.094,0.175,0.547,0.722,0.277,0.028052598622417,0.002254226675016
523,0.04,0.077,0.188,0.148,0.547,0.695,0.305,0.011453201970443,0.000369458128079
524,0.065,0.119,0.087,0.168,0.56,0.728,0.271,0.008363591856717,0.000244788054343
525,0.16,0.1,0.114,0.206,0.421,0.627,0.374,0.018275075987842,0.001747720364742
526,0.144,0.164,0.117,0.21,0.366,0.576,0.425,0.007855391981193,0.0002293545104
527,0.106,0.127,0.184,0.141,0.442,0.583,0.417,0.009873880731132,0.000359434630469
528,0.061,0.108,0.109,0.166,0.556,0.722,0.278,0.030027424861477,0.000643644708121
529,0.095,0.065,0.14,0.226,0.474,0.7,0.3,0.010468214693567,0
530,0.104,0.07,0.053,0.157,0.617,0.774,0.227,0.020123687052125,9.81643270835378E-05
531,0.029,0.139,0.143,0.139,0.55,0.689,0.311,0.020550005012196,0.000133658569185
532,0.019,0.064,0.103,0.21,0.603,0.813,0.186,0.013808975834292,0.000767165324127
533,0.135,0.078,0.162,0.23,0.395,0.625,0.375,0.010693825588797,0.000127307447486
534,0.057,0.064,0.099,0.347,0.433,0.78,0.22,0.009708422624846,0.000162348204429
535,0.185,0.068,0.203,0.142,0.403,0.545,0.456,0.029963298543411,0.000248499445655
536,0.173,0.017,0.083,0.157,0.569,0.726,0.273,0.018992472495657,0.002084539664158
537,0.08,0.086,0.114,0.172,0.548,0.72,0.28,0.018001431932086,0.000306842589751
538,0.039,0.062,0.141,0.224,0.534,0.758,0.242,0.019879383515747,0.001116819298637
539,0.069,0.056,0.083,0.187,0.605,0.792,0.208,0.020793203931447,0.0011359707611
540,0.01,0.032,0.037,0.122,0.799,0.921,0.079,0.000570682784733,0
541,0.011,0.012,0.027,0.151,0.798,0.949,0.05,0.001890077911844,1.94959176574526E-05
542,0,0.021,0.046,0.108,0.825,0.933,0.067,0.00065013210131,0
543,0.034,0.016,0.025,0.122,0.803,0.925,0.075,0.00101542854071,3.58386543779903E-05
544,0.118,0.078,0.084,0.194,0.526,0.72,0.28,0.01662004995982,0.00012874101668
545,0.094,0.216,0.218,0.218,0.254,0.472,0.528,0.004191895668374,0
546,0.084,0.193,0.176,0.195,0.352,0.547,0.453,0.00404291180758,2.27769679300291E-05
547,0.151,0.12,0.102,0.243,0.385,0.628,0.373,0.001959183673469,0
548,0.038,0.059,0.15,0.152,0.601,0.753,0.247,0.005485050548505,0
549,0.095,0.197,0.175,0.229,0.304,0.533,0.467,0.004699750058747,4.27250005340625E-05
550,0.155,0.107,0.102,0.13,0.506,0.636,0.364,0.024716563138005,0.000260631597237
551,0.057,0.038,0.038,0.549,0.318,0.867,0.133,0.004852509258077,0.000127697612055
552,0.088,0.116,0.119,0.241,0.436,0.677,0.323,0.003323203393166,0
553,0.096,0.202,0.188,0.247,0.268,0.515,0.486,0.005954880650417,1.67979708051267E-05
554,0.045,0.171,0.061,0.185,0.537,0.722,0.277,0.002776643527971,0
555,0.186,0.03,0.047,0.098,0.639,0.737,0.263,0.000904159132007,0
556,0.113,0.095,0.17,0.24,0.381,0.621,0.378,0.020787560528869,0.000160975248968
557,0.1,0.181,0.191,0.202,0.326,0.528,0.472,0.004053109713487,0
558,0.134,0.223,0.102,0.149,0.392,0.541,0.459,0.019642114024137,4.16146483562214E-05
559,0.119,0.228,0.196,0.239,0.218,0.457,0.543,0.002366863905325,0
560,0.037,0.112,0.127,0.25,0.475,0.725,0.276,0.001713111009593,0
561,0.069,0.029,0.199,0.244,0.458,0.702,0.297,0.00162224797219,0
562,0.206,0.044,0.038,0.173,0.539,0.712,0.288,0.007269819344989,0.000109047290175
563,0.131,0.118,0.085,0.256,0.41,0.666,0.334,0.003459210147016,0
564,0.111,0.206,0.202,0.247,0.233,0.48,0.519,0.003969768684632,0
565,0.119,0.136,0.111,0.198,0.436,0.634,0.366,0.008337014134276,0
566,0.211,0.202,0.089,0.153,0.345,0.498,0.502,0.008827986033336,0
567,0.045,0.094,0.164,0.275,0.423,0.698,0.303,0.001739965200696,0
568,0.099,0.208,0.192,0.249,0.252,0.501,0.499,0.004519433564327,3.34772856616785E-05
569,0.175,0.219,0.096,0.167,0.343,0.51,0.49,0.017204653449123,0.000245780763559
570,0.146,0.105,0.17,0.22,0.359,0.579,0.421,0.009499266733858,7.84564596824324E-05
571,0.002,0.012,0.066,0.328,0.592,0.92,0.08,0.002019547222499,0
